ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
130093,0,0,0,0,0,0,0,0,0,0
130094,0,0,0,0,0,0,0,18,0,0
130095,14,14,14,14,14,14,14,14,14,14
130096,8,20,0,12,27,0,0,0,14,0
130097,0,0,0,0,0,0,0,0,0,0
130098,0,0,0,0,0,0,0,0,0,0
130099,0,0,0,0,0,0,0,0,0,0
130100,0,0,0,0,0,0,0,0,0,0
130101,0,0,0,0,0,0,0,0,0,0
130102,0,0,0,0,0,0,0,0,0,0
130103,0,0,0,0,24,0,0,0,0,0
130104,13,0,0,0,0,0,0,0,0,0
130105,0,0,0,0,0,0,0,0,4,0
130106,0,0,0,0,0,0,19,0,0,0
130107,24,24,24,24,24,24,24,24,24,24
130109,0,0,0,0,0,0,0,0,0,0
130110,38,38,38,38,38,38,38,38,38,38
130111,0,0,0,0,0,0,0,0,0,0
130112,0,15,25,0,0,0,0,0,0,0
130113,0,0,0,0,0,0,0,0,0,0
130114,0,0,0,0,0,0,0,0,0,0
130115,0,0,0,0,0,0,0,0,0,0
130116,7,7,7,7,7,7,7,7,7,7
130117,36,36,36,36,36,36,36,36,36,36
130119,0,0,0,0,0,0,0,0,0,0
130120,7,7,7,7,7,7,7,7,7,7
130121,9,0,0,11,0,7,27,13,0,0
130122,17,17,17,17,17,17,17,17,17,17
130123,29,29,29,29,29,29,29,29,29,29
130124,0,0,0,0,0,0,0,0,0,0
130125,0,0,0,0,0,0,0,0,0,0
130126,18,0,0,0,5,0,9,0,0,0
130127,0,0,0,0,0,0,0,0,0,0
130128,20,20,20,20,20,20,20,20,20,20
130129,0,0,0,0,0,0,0,0,0,0
130130,0,0,0,0,0,0,0,0,0,0
130131,0,0,0,0,21,0,0,0,43,0
130132,0,0,4,0,8,0,0,15,19,20
130133,0,0,0,0,0,0,0,0,0,0
130134,34,0,0,0,0,0,21,0,0,0
130135,0,0,0,0,0,0,0,0,0,0
130136,0,0,0,0,0,0,0,0,0,0
130137,0,0,0,0,0,0,0,0,0,0
130138,0,0,0,0,0,0,0,0,0,0
130139,0,0,0,0,0,0,0,13,0,0
130140,0,0,0,0,0,0,0,0,0,0
130141,7,30,0,0,0,24,0,3,0,16
130142,18,0,0,0,0,14,0,0,0,0
130143,0,0,0,0,0,0,0,0,0,0
130144,0,0,0,0,0,0,0,0,4,0
130146,27,27,27,27,27,27,27,27,27,27
130147,0,0,0,0,0,0,13,0,39,0
130148,0,0,7,0,0,0,0,0,0,0
130149,0,0,0,0,0,0,0,0,0,0
130150,0,0,0,0,17,0,0,0,0,27
130151,0,0,0,0,0,0,0,0,0,0
130152,15,0,0,0,0,0,0,0,17,0
130153,0,0,4,0,0,0,0,0,0,0
130154,0,0,0,0,0,0,0,0,0,0
130155,26,29,21,8,20,9,29,9,33,0
130156,0,0,0,6,0,0,0,0,0,0
130157,0,0,0,0,0,0,0,0,0,0
130158,0,0,0,0,0,0,0,0,0,0
130159,0,0,0,3,0,0,10,0,0,14
130160,19,20,17,20,9,3,0,2,25,9
130161,0,0,0,0,0,0,0,0,0,0
130162,0,0,25,0,0,0,0,0,0,0
130163,0,0,0,0,0,0,0,0,0,0
130164,0,0,0,0,21,0,28,0,0,0
130165,0,0,0,0,0,0,0,0,0,0
130166,21,21,21,21,21,21,21,21,21,21
130167,18,0,0,17,0,33,0,0,0,0
130168,0,0,21,30,0,0,0,0,0,0
130169,0,0,0,0,0,0,0,0,0,0
130170,10,10,10,10,10,10,10,10,10,10
130171,0,15,0,0,21,0,0,0,15,0
130172,0,0,0,0,9,0,21,11,0,6
130173,0,0,0,0,0,0,0,0,0,0
130174,16,16,16,16,17,16,16,16,16,16
130175,0,0,0,0,0,0,0,0,0,0
130176,0,0,0,0,0,0,0,0,0,0
130177,25,25,25,25,25,25,25,25,25,25
130178,0,0,0,0,0,0,0,0,0,0
130179,3,3,3,3,3,3,3,3,3,3
130180,0,0,0,24,20,0,5,0,18,0
130182,0,0,0,0,0,0,0,0,0,0
130183,12,0,0,0,0,0,0,0,0,0
130184,0,0,0,0,0,0,0,0,10,0
130185,33,0,12,0,10,19,5,0,0,0
130186,0,0,0,0,0,0,0,0,0,0
130187,0,0,0,0,0,0,0,0,0,0
130188,23,23,23,23,23,23,23,23,23,23
130189,0,11,0,0,0,11,0,0,0,0
130190,0,0,0,0,0,0,0,0,0,0
130191,0,0,0,0,0,0,0,0,0,0
130192,12,12,12,12,12,12,12,12,12,12
130193,6,6,6,6,6,6,6,6,6,6
130194,17,17,17,17,17,17,17,17,17,17
130195,23,19,19,19,19,19,19,19,19,19
130196,0,0,23,0,0,16,0,0,0,0
130197,22,22,22,22,22,22,22,22,22,22
130198,0,0,0,0,0,0,0,0,0,0
130199,0,0,0,0,0,22,0,0,0,0
130200,18,20,27,15,14,16,15,16,11,20
130201,0,0,0,0,0,0,0,0,0,0
130202,10,10,10,10,10,10,10,10,10,10
130203,0,0,0,0,0,0,0,0,0,0
130204,0,0,0,0,0,0,0,0,0,0
130205,0,0,0,0,0,0,0,0,0,0
130206,0,0,0,0,0,0,0,0,0,0
130208,0,0,0,0,0,0,0,0,0,0
130209,0,0,0,0,0,0,0,0,0,0
130210,18,18,18,18,18,18,18,18,18,18
130211,0,0,0,0,0,8,0,0,21,0
130212,0,0,0,10,0,0,7,0,0,0
130213,0,0,0,0,0,0,23,0,0,16
130214,0,0,0,0,0,0,0,0,0,0
130215,6,6,6,6,6,6,6,6,6,6
130216,0,18,0,0,15,13,0,5,17,32
130217,0,0,0,0,0,0,0,0,0,0
130218,0,0,0,0,17,0,0,0,0,12
130219,0,0,0,0,0,0,0,0,0,25
130220,0,0,0,0,0,0,0,0,0,0
130221,0,0,0,0,0,0,0,0,0,0
130222,0,0,0,0,0,0,0,0,0,0
130223,0,0,23,0,25,0,0,23,0,0
130224,0,0,0,0,0,0,0,0,0,0
130225,0,0,0,0,0,0,0,0,0,0
130226,0,0,0,0,0,0,0,0,0,0
130227,21,21,21,21,21,21,21,21,21,21
130228,0,0,0,0,0,0,0,0,0,0
130229,0,0,0,0,0,0,0,0,0,0
130230,10,26,41,30,14,16,26,17,4,19
130231,0,0,0,0,0,0,0,0,0,0
130232,0,0,0,0,0,0,0,0,0,0
130233,0,0,0,0,0,0,0,0,0,0
130234,0,38,0,0,0,0,21,0,0,0
130236,19,19,19,19,19,19,19,19,19,19
130237,0,0,0,0,0,0,0,0,0,0
130238,0,0,0,0,0,0,0,0,0,0
130239,11,11,11,11,11,11,11,11,11,11
130240,0,0,0,0,0,0,0,0,0,0
130242,0,0,0,0,0,0,0,0,0,0
130243,16,0,8,0,0,0,0,0,0,0
130244,0,0,0,0,0,0,0,0,0,0
130245,0,0,0,0,0,0,0,0,0,0
130246,23,0,29,0,0,0,0,0,0,0
130247,0,0,0,0,0,0,0,0,0,0
130248,0,0,0,0,0,0,0,0,0,0
130249,0,0,0,0,0,0,0,0,0,0
130250,0,0,0,0,0,0,0,0,0,0
130251,0,0,0,0,0,0,0,0,0,0
130252,0,0,0,0,0,0,0,0,0,0
130253,0,0,0,0,0,0,15,0,0,0
130254,0,0,0,0,0,0,0,0,0,0
130255,11,19,0,19,21,0,20,21,9,0
130256,0,0,0,0,0,0,0,0,0,8
130257,0,0,0,0,0,0,0,0,0,0
130258,0,0,0,0,0,0,0,0,0,0
130259,0,0,0,0,0,0,0,0,0,0
130260,28,28,28,28,28,28,28,28,28,28
130261,0,12,0,0,0,0,0,0,0,0
130262,21,21,21,21,21,21,21,21,21,21
130263,0,0,0,0,0,0,0,0,0,0
130264,11,11,11,11,11,11,11,11,11,11
130265,0,0,0,0,0,0,0,0,0,0
130266,12,12,12,12,12,12,12,12,12,12
130267,8,8,8,8,8,8,8,8,8,8
130268,0,0,0,0,0,0,0,0,0,0
130269,0,0,0,0,0,0,0,23,0,12
130270,0,0,0,0,0,0,0,0,0,0
130271,0,0,0,0,0,0,0,0,0,0
130272,0,0,0,0,0,0,0,0,0,0
130273,0,0,0,12,0,0,31,7,0,0
130274,1,1,1,1,1,1,1,1,1,1
130275,0,0,0,12,0,0,0,0,0,0
130276,0,0,0,0,0,0,0,0,0,0
130277,25,25,25,25,25,25,25,25,25,25
130278,1,1,1,1,1,1,1,1,1,1
130279,0,0,0,8,0,0,0,0,10,0
130280,0,0,8,0,0,0,0,0,0,0
130281,0,0,0,0,0,0,0,0,0,0
130282,0,0,0,0,0,0,17,0,18,0
130283,0,0,0,0,0,0,0,0,0,0
130284,0,0,0,0,15,0,0,0,0,0
130285,0,0,0,0,0,0,0,0,0,0
130286,11,11,11,11,11,15,11,20,11,11
130287,15,15,15,15,15,15,15,15,15,15
130288,0,0,0,0,0,0,0,0,0,0
130289,0,0,0,0,0,0,0,0,0,0
130290,0,0,0,0,0,0,0,0,0,0
130291,11,0,0,0,0,0,0,0,17,19
130292,0,0,0,0,0,0,0,0,0,0
130293,25,25,25,25,25,25,25,25,25,25
130294,0,0,0,0,0,0,0,0,0,0
130295,2,0,0,0,0,0,0,0,12,9
130296,11,11,11,11,11,11,11,11,11,11
130297,15,15,15,15,15,15,15,15,15,15
130298,0,0,0,0,0,0,0,0,0,0
130299,0,0,0,0,0,0,0,0,0,0
130300,0,0,0,0,0,0,0,0,0,0
130301,0,0,0,0,0,0,0,0,0,0
130302,4,4,4,4,4,4,4,4,4,4
130303,0,0,0,0,0,0,0,0,0,0
130304,0,0,0,0,0,0,0,0,0,0
130305,0,0,0,0,0,0,0,0,0,0
130306,13,13,13,13,13,13,13,13,13,13
130307,0,0,0,0,0,0,0,0,0,0
130308,30,30,30,30,30,30,30,30,30,30
130309,30,0,13,18,0,0,0,0,0,26
130310,0,0,0,0,0,0,0,0,0,0
130311,0,0,0,0,20,0,0,0,0,0
130312,0,0,0,0,4,0,0,0,0,0
130313,0,0,0,0,0,0,0,0,0,0
130314,0,0,0,0,0,0,0,0,0,0
130315,16,16,16,16,16,16,16,16,16,16
130316,30,30,30,30,30,30,30,30,30,30
130317,0,0,0,0,9,0,0,0,0,0
130318,0,0,0,0,11,7,0,0,0,9
130319,0,0,0,0,0,0,0,0,0,0
130320,0,0,0,0,15,0,0,0,0,0
130321,0,0,0,0,0,0,0,0,0,0
130322,0,0,39,0,7,0,0,0,7,0
130323,28,1,1,1,1,1,1,1,1,1
130324,0,0,0,0,0,0,0,0,0,0
130325,27,27,27,27,27,27,27,27,27,27
130326,22,22,22,22,22,22,22,22,22,22
130327,16,16,16,16,16,16,16,16,16,16
130328,17,18,16,22,9,33,20,15,24,17
130329,0,0,0,0,0,0,0,0,0,0
130330,0,0,0,0,0,0,0,0,0,0
130331,0,0,0,0,0,0,0,0,0,0
130332,0,0,0,0,0,0,0,0,0,0
130333,0,12,0,0,0,0,0,0,0,0
130334,11,11,11,11,11,11,11,11,11,11
130335,0,0,16,0,0,17,0,0,0,15
130336,0,0,0,0,27,0,0,0,0,0
130337,0,0,0,0,0,0,0,0,0,0
130338,28,28,28,28,28,28,28,28,28,28
130339,0,0,0,0,0,0,0,0,0,23
130340,0,0,0,0,0,0,0,0,0,0
130341,0,0,0,0,0,0,0,0,0,0
130342,0,0,0,0,0,0,0,0,0,0
130343,10,10,10,10,10,10,10,10,10,10
130344,0,0,0,0,0,0,0,0,0,0
130345,0,0,0,0,0,0,0,0,0,0
130346,0,0,0,0,16,0,0,0,0,0
130347,0,0,0,37,0,0,0,0,0,0
130348,0,0,0,0,0,0,0,0,0,0
130349,0,25,0,34,0,0,0,0,24,0
130350,35,0,0,0,0,0,0,0,0,0
130351,0,0,0,0,0,0,0,0,0,0
130352,0,0,25,0,0,0,0,0,0,0
130353,0,0,0,0,0,0,0,0,0,0
130354,0,0,0,0,0,0,0,0,0,0
130355,0,0,0,0,0,0,0,0,0,0
130356,0,0,0,25,0,0,0,0,0,0
130357,0,0,0,0,0,0,42,0,0,0
130358,0,0,0,0,0,0,0,0,0,0
130359,0,0,0,0,0,0,8,0,0,0
130360,0,0,0,0,0,0,0,0,0,0
130361,0,16,0,0,0,0,0,0,0,0
130362,0,0,0,16,0,0,0,0,0,0
130363,0,0,0,0,0,0,0,0,0,0
130364,16,16,16,16,16,16,16,16,16,16
130366,0,0,0,0,0,0,0,0,0,8
130367,39,39,39,39,39,39,39,39,39,39
130368,5,0,5,23,7,13,12,0,20,12
130369,0,0,0,0,0,0,0,0,0,0
130370,32,20,0,11,21,15,15,17,0,14
130371,0,0,27,0,0,0,0,0,0,0
130372,0,0,0,0,0,0,0,0,0,0
130373,0,0,0,0,0,0,0,0,0,0
130374,0,0,0,0,0,0,0,0,0,0
130375,0,0,0,0,10,0,0,0,0,0
130376,0,0,0,26,0,0,0,0,0,0
130378,0,0,0,0,0,0,0,0,0,0
130379,0,0,0,0,0,0,0,0,0,0
130380,0,0,0,0,19,0,0,0,0,0
130381,0,0,0,0,0,0,0,0,21,0
130382,12,13,22,0,0,8,5,0,20,0
130383,0,0,0,0,0,0,0,0,0,0
130384,0,0,0,0,0,0,0,0,0,0
130386,0,0,0,0,0,0,0,0,0,0
130387,0,21,0,0,9,0,0,0,10,6
130388,0,13,0,8,0,0,10,0,0,0
130389,0,0,0,0,0,0,0,0,0,0
130390,0,0,6,0,0,0,0,0,0,39
130391,0,0,0,0,0,0,0,0,0,0
130392,4,4,4,4,4,4,4,4,4,4
130393,0,0,0,0,0,0,0,0,0,0
130395,0,0,0,0,0,0,14,0,0,0
130397,6,6,6,6,6,6,6,6,6,6
130398,0,0,0,0,0,0,0,0,0,0
130399,0,0,0,0,0,0,0,0,0,0
130401,17,0,0,0,16,0,0,0,13,0
130402,17,54,33,29,7,15,8,23,19,22
130403,11,11,11,11,11,11,11,11,11,11
130404,0,0,10,0,0,0,0,0,0,0
130405,0,0,0,0,0,0,0,0,0,0
130406,27,19,22,11,33,0,13,0,0,0
130407,0,0,0,0,0,0,0,0,0,0
130408,0,0,0,0,0,0,0,0,0,0
130409,27,27,27,27,27,27,27,27,27,27
130410,3,3,3,3,3,3,3,3,3,3
130411,0,0,0,0,0,0,0,0,0,0
130412,0,21,0,0,0,0,0,0,0,0
130413,20,20,20,20,20,20,20,20,20,20
130414,0,0,0,0,0,0,0,0,0,0
130415,0,0,0,0,8,0,0,0,0,0
130416,0,0,0,9,0,0,6,0,0,0
130417,15,5,0,0,0,0,0,0,18,0
130418,0,0,0,0,0,0,0,0,0,0
130419,0,0,0,0,0,0,0,0,0,0
130420,7,11,0,0,0,0,0,0,0,0
130421,0,0,0,0,0,0,0,0,0,0
130422,0,0,0,0,0,0,0,0,0,0
130423,0,18,0,0,0,0,0,0,0,0
130424,20,20,20,20,20,20,20,20,20,20
130425,11,11,11,11,11,11,11,11,11,11
130426,0,0,0,0,0,0,0,0,0,0
130427,0,0,0,0,0,0,0,0,0,0
130428,17,17,17,17,17,17,17,17,17,23
130429,22,22,22,22,22,22,22,22,22,22
130430,0,0,0,0,0,28,0,0,0,0
130431,0,0,0,0,16,0,0,0,9,22
130433,0,0,0,0,0,0,0,0,0,0
130434,0,0,0,0,0,0,0,0,0,53
130435,32,32,32,32,32,32,32,32,32,32
130436,0,0,0,0,0,0,0,0,0,0
130437,24,24,24,24,24,24,24,24,24,24
130438,13,13,13,13,13,13,13,13,13,13
130439,0,0,0,0,18,0,0,0,0,0
130440,18,18,18,18,18,18,18,18,18,18
130441,0,0,0,0,0,0,0,0,0,0
130442,31,10,0,16,0,11,14,5,0,7
130443,0,5,12,0,21,0,0,13,0,7
130444,0,0,0,0,0,0,0,0,0,0
130445,0,0,0,18,0,0,0,0,0,0
130446,0,0,0,0,0,0,0,0,0,0
130447,0,0,0,0,0,0,0,0,0,0
130448,0,0,0,0,0,0,0,0,0,0
130449,0,0,0,0,0,0,0,11,0,0
130450,0,0,0,0,0,0,0,0,0,0
130452,0,9,0,0,0,0,0,7,0,0
130453,0,0,0,0,0,0,0,0,0,0
130454,0,0,0,0,0,0,0,0,0,0
130455,16,0,0,8,0,11,34,0,0,0
130456,0,0,0,0,0,0,0,10,0,6
130457,0,0,0,0,5,0,0,0,0,0
130458,15,0,0,0,0,0,0,0,0,0
130459,0,0,0,0,0,0,0,0,0,0
130460,0,0,0,0,0,0,0,0,0,0
130461,0,0,0,0,0,0,0,0,0,0
130462,27,27,27,27,27,27,27,27,27,27
130463,22,22,22,22,22,22,22,22,22,22
130464,0,0,0,0,6,0,0,0,0,28
130465,16,0,0,0,10,0,14,0,0,0
130466,16,16,16,16,16,16,16,16,16,16
130467,0,0,0,0,0,0,0,0,0,0
130468,40,40,40,40,40,40,40,40,40,40
130469,0,0,0,0,0,0,0,0,0,0
130470,0,0,0,7,0,0,0,0,0,0
130471,0,0,0,0,0,0,0,0,0,0
130472,0,0,0,0,0,0,0,0,25,0
130473,0,0,0,0,0,0,0,0,0,0
130474,4,16,25,19,12,11,20,17,8,17
130475,0,18,0,0,0,0,0,0,0,0
130476,15,15,15,15,15,15,15,15,15,15
130477,0,0,0,0,0,0,0,12,0,0
130478,7,7,7,7,7,7,7,7,7,7
130479,0,0,0,0,0,0,0,0,0,0
130480,0,4,0,0,0,0,4,0,11,19
130481,11,16,0,0,19,0,0,0,7,0
130482,0,14,0,15,13,0,6,14,10,0
130484,0,0,0,0,0,0,19,0,0,8
130485,0,0,0,0,0,0,0,0,0,0
130486,0,0,0,0,0,0,0,0,0,0
130487,0,0,0,0,0,0,0,0,0,0
130488,0,0,14,0,0,0,0,0,0,0
130489,0,0,0,0,0,0,0,0,0,0
130490,21,0,0,0,0,0,14,13,0,0
130491,0,0,0,0,0,0,0,0,15,0
130492,0,0,0,0,0,0,0,26,0,0
130493,14,14,14,14,14,14,14,14,14,14
130494,0,0,0,0,0,0,0,0,2,0
130495,0,0,0,0,0,0,0,0,0,0
130496,0,0,0,0,0,0,0,0,0,0
130497,0,0,0,0,0,0,0,0,0,0
130498,0,0,0,0,0,0,0,0,0,0
130499,21,21,21,21,21,21,21,21,21,21
130500,0,0,0,0,0,0,0,0,0,0
130501,3,0,0,0,0,0,0,0,0,0
130502,0,0,0,0,0,0,0,0,0,0
130503,0,0,0,0,0,0,0,0,0,0
130504,13,13,13,13,13,13,13,13,13,13
130505,10,0,0,0,0,0,0,0,0,0
130506,0,0,0,0,0,0,0,22,0,0
130507,0,16,0,0,4,0,13,0,0,0
130508,22,22,22,22,22,22,22,22,22,22
130509,0,0,18,0,6,0,10,0,0,0
130510,0,0,0,0,0,0,0,0,0,0
130511,0,0,0,0,0,0,0,0,0,0
130512,0,0,0,0,0,0,0,0,0,0
130513,27,27,27,27,27,27,27,27,27,27
130514,0,0,0,0,0,0,0,0,0,0
130515,0,0,32,0,0,0,0,0,0,0
130516,0,0,0,0,0,0,0,0,0,0
130517,0,0,0,0,0,0,0,0,0,0
130518,0,0,0,0,0,0,0,0,0,0
130519,0,0,0,0,0,0,0,0,0,0
130520,0,0,0,0,0,0,0,0,0,0
130521,0,0,0,0,0,0,0,0,0,0
130522,0,0,0,0,0,0,0,11,8,0
130523,0,0,5,0,0,0,0,0,0,0
130524,22,22,22,22,22,22,22,22,22,22
130525,24,24,24,24,24,24,24,24,24,24
130526,38,38,38,38,38,38,38,38,38,38
130527,0,0,0,0,0,0,0,0,0,0
130528,0,0,0,0,0,0,0,0,0,0
130529,0,0,0,0,0,0,0,0,0,0
130530,9,25,12,8,24,21,32,18,10,24
130531,0,0,0,0,0,0,0,0,0,0
130532,10,0,0,0,4,0,0,22,0,15
130533,27,27,27,27,27,27,27,27,27,27
130534,0,0,0,0,0,0,0,0,0,0
130535,21,0,0,0,0,0,15,0,0,0
130537,28,23,26,18,7,16,5,25,0,16
130538,0,0,0,0,0,0,0,0,0,0
130539,0,0,0,0,0,0,0,0,0,0
130540,0,0,0,0,24,22,7,0,0,0
130541,1,1,1,1,1,1,1,1,1,1
130542,0,0,0,0,0,0,0,0,0,0
130543,24,24,24,24,24,24,24,24,24,24
130544,0,19,0,0,0,0,12,0,0,9
130545,0,0,0,0,0,0,0,0,0,0
130546,5,5,5,5,5,5,5,5,5,5
130547,0,0,0,0,0,0,0,0,0,0
130548,0,0,0,0,0,0,21,0,0,0
130549,8,0,0,0,0,0,0,0,0,14
130550,40,40,40,40,40,40,40,40,40,40
130551,0,0,0,0,9,18,0,27,0,21
130552,0,0,0,0,0,0,7,0,0,0
130553,0,0,0,15,0,0,0,0,0,0
130554,0,32,0,0,0,0,0,0,0,0
130555,0,0,0,0,0,0,0,9,0,0
130556,0,0,0,18,0,0,0,11,9,0
130557,23,7,26,13,10,24,17,9,6,14
130558,0,0,0,0,0,0,0,0,0,0
130559,0,0,0,0,0,0,0,0,0,0
130560,0,0,0,0,0,0,0,0,0,0
130561,0,24,0,0,0,0,0,0,0,20
130562,0,4,26,21,0,0,22,0,0,0
130563,0,0,7,0,0,0,0,0,0,0
130564,0,0,0,0,0,0,0,0,0,0
130565,0,13,13,0,0,26,0,0,0,0
130566,0,0,0,0,0,0,0,0,0,0
130567,15,15,15,15,15,15,15,15,15,15
130568,0,0,0,0,0,0,0,0,0,0
130569,0,0,0,0,0,0,0,0,28,10
130570,0,0,0,0,0,0,0,0,0,0
130571,0,0,0,0,0,0,29,0,0,0
130572,0,0,0,0,0,0,0,0,0,0
130573,5,5,5,5,5,5,5,5,5,5
130574,0,0,0,0,0,0,0,0,0,0
130575,0,0,0,0,0,0,0,0,10,0
130576,11,18,24,38,0,13,31,10,14,11
130577,0,0,6,0,0,0,0,0,0,0
130578,9,0,0,0,0,0,0,0,26,0
130579,0,0,0,0,0,0,0,0,0,0
130580,0,0,0,0,0,0,0,0,0,0
130581,0,0,9,0,24,0,0,0,0,0
130582,0,0,0,0,0,0,0,0,0,0
130583,0,0,0,0,0,0,0,0,0,0
130584,17,0,0,0,0,14,0,0,0,0
130585,0,0,0,0,0,0,0,0,0,0
130586,0,0,0,0,0,0,0,0,0,0
130587,0,18,29,0,0,6,17,17,0,6
130588,0,0,0,0,0,18,12,19,0,0
130589,12,10,28,0,0,0,0,0,22,0
130590,0,0,0,0,0,0,0,0,0,0
130591,17,17,17,17,17,17,17,17,17,17
130592,0,0,0,21,0,0,0,0,0,0
130593,6,0,0,0,0,0,0,0,0,0
130594,0,0,0,0,0,0,0,0,0,0
130595,23,18,38,25,17,17,14,22,22,26
130596,0,0,0,0,0,0,0,0,0,0
130597,0,0,15,0,0,0,0,0,0,19
130598,0,0,0,0,13,0,0,0,0,0
130599,8,16,8,16,0,8,16,15,25,22
130600,0,0,0,0,0,0,22,0,17,0
130601,0,0,0,0,0,0,0,0,0,0
130602,0,0,0,0,0,0,0,12,0,0
130603,11,26,25,24,22,16,15,8,23,0
130604,0,0,0,0,0,0,0,0,0,0
130605,0,22,15,31,25,0,0,0,0,0
130606,0,0,0,0,0,0,0,0,0,0
130607,0,0,6,0,9,0,18,0,0,0
130608,11,11,11,11,11,11,11,11,11,11
130609,0,14,0,0,0,0,39,0,0,0
130610,0,16,0,0,0,0,0,0,0,0
130611,12,0,0,0,0,14,11,0,0,10
130612,0,0,0,0,0,0,0,0,0,30
130613,0,0,0,0,0,0,0,0,0,0
130615,15,0,0,0,0,14,5,0,0,0
130617,6,6,6,6,6,6,6,6,6,6
130618,0,0,0,0,0,0,0,0,0,0
130619,14,0,0,0,0,0,0,0,0,0
130620,0,0,10,0,15,0,0,0,0,13
130621,21,46,21,13,36,36,19,14,32,14
130622,0,0,0,0,0,0,0,0,0,0
130623,0,0,0,0,0,0,0,0,0,0
130625,0,0,0,0,0,8,23,0,0,0
130626,0,0,0,0,0,0,0,0,0,0
130627,0,0,0,0,0,0,0,0,0,0
130628,0,0,0,0,0,0,0,0,0,0
130629,0,0,0,0,0,0,0,0,0,0
130630,0,0,0,0,0,0,0,0,0,0
130631,22,22,22,22,22,22,22,22,22,22
130632,0,0,0,0,0,0,0,0,0,0
130633,0,0,0,0,8,0,0,0,5,0
130634,0,0,0,0,0,0,0,0,0,0
130635,0,0,0,0,0,0,0,0,0,0
130636,0,0,0,0,0,0,0,24,0,0
130637,18,18,18,18,18,18,18,18,18,18
130638,0,0,0,0,0,0,0,0,0,0
130639,0,15,0,0,0,0,30,0,0,0
130640,0,0,0,0,0,0,0,0,0,0
130641,0,19,10,17,0,0,12,23,26,14
130642,0,0,0,0,0,0,0,0,0,0
130643,21,21,21,21,21,21,21,21,21,21
130644,7,19,12,13,16,8,11,18,0,6
130645,3,0,0,0,0,3,0,0,0,0
130646,0,0,0,0,0,0,0,0,0,0
130647,0,0,0,0,0,0,0,0,0,0
130648,0,0,0,0,0,0,10,0,0,0
130649,0,0,0,0,9,0,0,0,0,0
130650,9,0,0,0,0,26,0,0,0,35
130651,0,3,8,0,0,7,0,0,19,0
130652,0,0,0,0,0,0,0,0,6,0
130653,0,0,0,0,0,0,0,0,0,0
130654,0,0,21,0,12,17,26,11,0,19
130655,0,7,18,17,16,5,0,24,11,0
130656,0,0,0,0,0,0,0,0,37,0
130657,0,0,0,0,0,0,0,0,0,0
130658,0,0,0,0,0,0,0,0,0,0
130659,21,25,5,0,25,0,0,0,8,23
130660,0,0,0,0,0,0,0,12,0,0
130661,0,29,0,0,0,0,0,0,0,0
130662,0,25,14,0,9,0,0,0,0,0
130663,0,0,0,0,0,0,0,0,0,0
130664,0,0,0,0,0,0,0,13,0,0
130665,0,0,0,0,0,0,0,0,0,0
130666,0,0,0,0,0,0,5,23,0,0
130667,0,18,0,0,0,0,0,0,0,0
130668,0,0,21,18,25,11,12,17,9,34
130669,0,0,0,0,0,0,0,0,0,0
130670,0,0,0,0,0,0,0,0,0,0
130671,0,3,0,0,0,0,0,0,0,0
130672,16,16,16,16,16,16,16,16,16,16
130673,0,0,0,5,0,0,0,0,0,0
130674,0,0,0,0,12,0,0,25,0,0
130675,6,6,6,6,6,6,6,6,6,6
130676,0,0,0,0,0,0,0,0,0,0
130677,0,0,0,0,10,0,0,0,0,0
130678,0,0,0,0,18,0,0,0,0,0
130679,0,0,0,0,0,0,0,0,0,0
130680,0,0,0,0,15,0,0,14,0,0
130681,22,14,13,17,40,14,39,23,15,13
130682,18,20,20,16,21,8,25,9,19,11
130683,0,0,8,0,0,0,0,0,0,28
130684,0,0,0,25,0,0,0,0,0,0
130685,0,0,0,24,0,0,0,0,14,0
130686,0,0,0,0,14,0,0,0,0,0
130687,13,0,18,0,0,0,0,13,0,0
130688,0,0,0,0,0,0,0,8,0,0
130689,22,29,15,0,14,7,17,0,15,0
130690,0,9,0,0,0,0,0,17,0,0
130691,15,0,0,0,0,0,0,0,0,0
130692,0,27,0,0,0,0,0,12,23,0
130693,0,0,0,0,0,0,0,0,0,0
130694,0,0,0,15,0,0,0,0,0,0
130695,0,11,0,18,20,3,0,23,21,0
130696,0,0,0,0,0,0,0,0,0,0
130697,0,0,0,0,0,0,0,0,0,0
130698,17,17,17,17,17,17,17,17,17,17
130699,0,0,0,0,0,0,16,0,10,0
130700,0,0,0,0,0,0,0,0,0,0
130701,0,0,0,0,0,0,0,0,0,0
130702,0,13,0,0,0,0,0,12,0,0
130703,0,20,0,0,0,0,0,0,0,0
130704,0,0,0,0,0,0,0,0,0,0
130705,0,0,0,0,0,0,0,0,0,0
130706,0,0,0,0,0,0,0,0,0,0
130707,0,0,0,0,0,0,0,0,0,10
130708,0,0,0,36,9,0,0,0,0,0
130709,17,17,17,17,17,18,17,17,17,17
130710,0,0,0,3,15,0,21,0,0,0
130711,0,0,0,0,0,0,0,0,0,0
130712,0,28,0,0,14,0,0,0,0,0
130713,17,17,17,17,17,17,17,17,17,17
130714,0,0,0,20,0,0,0,0,0,0
130715,17,17,17,17,17,17,17,17,17,17
130716,0,0,0,0,0,0,0,0,0,0
130717,0,0,0,0,0,0,0,0,0,0
130718,14,14,14,14,14,14,14,14,14,14
130719,0,0,0,0,6,0,0,0,0,0
